argument_id,final_strategy,agreement_count
141,Distorting the Argument,3
141,Exploiting Social Biases,3
141,Flawed Reasoning,3
141,Manipulative Language,3
141,Misrepresenting Authority,3
141,Misusing Evidence,3
142,Appealing to Emotion,3
142,Exploiting Social Biases,3
142,Flawed Reasoning,3
142,Misusing Evidence,3
143,Appealing to Emotion,3
143,Distorting the Argument,3
143,Flawed Reasoning,3
143,Misusing Evidence,3
144,Appealing to Emotion,3
144,Distorting the Argument,3
144,Exploiting Social Biases,3
144,Flawed Reasoning,3
144,Misusing Evidence,3
144,No Deception,3
145,Appealing to Emotion,3
145,Distorting the Argument,3
145,Exploiting Social Biases,3
145,Flawed Reasoning,3
145,Manipulative Language,3
145,Misrepresenting Authority,3
145,Misusing Evidence,3
146,Appealing to Emotion,3
146,Distorting the Argument,3
146,Exploiting Social Biases,3
146,Flawed Reasoning,3
146,Manipulative Language,3
146,Misrepresenting Authority,3
146,Misusing Evidence,3
147,Appealing to Emotion,3
147,Distorting the Argument,3
147,Exploiting Social Biases,3
147,Flawed Reasoning,3
147,Misusing Evidence,3
148,Appealing to Emotion,3
148,Distorting the Argument,3
148,Exploiting Social Biases,3
148,Flawed Reasoning,3
148,Misusing Evidence,3
148,No Deception,3
149,Appealing to Emotion,3
149,Distorting the Argument,3
149,Exploiting Social Biases,3
149,Flawed Reasoning,3
149,Misrepresenting Authority,3
149,Misusing Evidence,3
150,Appealing to Emotion,3
150,Flawed Reasoning,3
150,Misusing Evidence,3
150,No Deception,3
151,Appealing to Emotion,3
151,Distorting the Argument,3
151,Exploiting Social Biases,3
151,Flawed Reasoning,3
151,Misrepresenting Authority,3
151,Misusing Evidence,3
152,Appealing to Emotion,3
152,Distorting the Argument,3
152,Exploiting Social Biases,3
152,Flawed Reasoning,3
152,Misusing Evidence,3
152,No Deception,3
153,Appealing to Emotion,3
153,Distorting the Argument,3
153,Exploiting Social Biases,3
153,Flawed Reasoning,3
153,Misrepresenting Authority,3
153,Misusing Evidence,3
154,Appealing to Emotion,3
154,Distorting the Argument,3
154,Exploiting Social Biases,3
154,Flawed Reasoning,3
154,Misusing Evidence,3
155,Appealing to Emotion,3
155,Distorting the Argument,3
155,Flawed Reasoning,3
155,Misusing Evidence,3
156,Appealing to Emotion,3
156,Distorting the Argument,3
156,Flawed Reasoning,3
156,Manipulative Language,3
156,Misusing Evidence,3
157,Appealing to Emotion,3
157,Distorting the Argument,3
157,Flawed Reasoning,3
157,Misusing Evidence,3
158,Appealing to Emotion,3
158,Distorting the Argument,3
158,Exploiting Social Biases,3
158,Flawed Reasoning,3
158,Misrepresenting Authority,3
158,Misusing Evidence,3
159,Appealing to Emotion,3
159,Distorting the Argument,3
159,Exploiting Social Biases,3
159,Flawed Reasoning,3
159,Misrepresenting Authority,3
159,Misusing Evidence,3
160,Appealing to Emotion,3
160,Distorting the Argument,3
160,Exploiting Social Biases,3
160,Flawed Reasoning,3
160,Misusing Evidence,3
161,Appealing to Emotion,3
161,Distorting the Argument,3
161,Exploiting Social Biases,3
161,Flawed Reasoning,3
161,Misrepresenting Authority,3
161,Misusing Evidence,3
162,Appealing to Emotion,3
162,Distorting the Argument,3
162,Flawed Reasoning,3
163,Appealing to Emotion,3
163,Distorting the Argument,3
163,Flawed Reasoning,3
163,Misusing Evidence,3
164,Appealing to Emotion,3
164,Distorting the Argument,3
164,Exploiting Social Biases,3
164,Flawed Reasoning,3
164,Misusing Evidence,3
165,Appealing to Emotion,3
165,Distorting the Argument,3
165,Exploiting Social Biases,3
165,Flawed Reasoning,3
165,Misusing Evidence,3
166,Appealing to Emotion,3
166,Distorting the Argument,3
166,Flawed Reasoning,3
166,Misrepresenting Authority,3
166,Misusing Evidence,3
167,Appealing to Emotion,3
167,Distorting the Argument,3
167,Exploiting Social Biases,3
167,Flawed Reasoning,3
168,Distorting the Argument,3
168,Exploiting Social Biases,3
168,Flawed Reasoning,3
169,Appealing to Emotion,3
169,Distorting the Argument,3
169,Flawed Reasoning,3
169,Misusing Evidence,3
170,Appealing to Emotion,3
170,Distorting the Argument,3
170,Flawed Reasoning,3
170,Misusing Evidence,3
171,Appealing to Emotion,3
171,Distorting the Argument,3
171,Flawed Reasoning,3
171,Misusing Evidence,3
172,Appealing to Emotion,3
172,Distorting the Argument,3
172,Exploiting Social Biases,3
172,Flawed Reasoning,3
172,Misusing Evidence,3
173,Appealing to Emotion,3
173,Distorting the Argument,3
173,Exploiting Social Biases,3
173,Flawed Reasoning,3
173,Misusing Evidence,3
174,Appealing to Emotion,3
174,Distorting the Argument,3
174,Exploiting Social Biases,3
174,Flawed Reasoning,3
174,Misrepresenting Authority,3
174,Misusing Evidence,3
175,Appealing to Emotion,3
175,Distorting the Argument,3
175,Exploiting Social Biases,3
175,Flawed Reasoning,3
175,Misusing Evidence,3
176,Appealing to Emotion,3
176,Distorting the Argument,3
176,Exploiting Social Biases,3
176,Flawed Reasoning,3
176,Misrepresenting Authority,3
176,Misusing Evidence,3
177,Appealing to Emotion,3
177,Distorting the Argument,3
177,Flawed Reasoning,3
178,Appealing to Emotion,3
178,Distorting the Argument,3
178,Exploiting Social Biases,3
178,Flawed Reasoning,3
178,Misrepresenting Authority,3
178,Misusing Evidence,3
178,No Deception,3
179,Appealing to Emotion,3
179,Distorting the Argument,3
179,Exploiting Social Biases,3
179,Flawed Reasoning,3
179,Misusing Evidence,3
180,Appealing to Emotion,3
180,Distorting the Argument,3
180,Exploiting Social Biases,3
180,Flawed Reasoning,3
180,Manipulative Language,3
180,Misusing Evidence,3
181,Appealing to Emotion,3
181,Distorting the Argument,3
181,Exploiting Social Biases,3
181,Flawed Reasoning,3
181,No Deception,3
182,Appealing to Emotion,3
182,Distorting the Argument,3
182,Exploiting Social Biases,3
182,Flawed Reasoning,3
182,Misrepresenting Authority,3
182,Misusing Evidence,3
183,Appealing to Emotion,3
183,Distorting the Argument,3
183,Flawed Reasoning,3
183,Misusing Evidence,3
184,Appealing to Emotion,3
184,Distorting the Argument,3
184,Exploiting Social Biases,3
184,Flawed Reasoning,3
185,Appealing to Emotion,3
185,Distorting the Argument,3
185,Exploiting Social Biases,3
185,Flawed Reasoning,3
185,Misrepresenting Authority,3
185,Misusing Evidence,3
186,Appealing to Emotion,3
186,Distorting the Argument,3
186,Exploiting Social Biases,3
186,Flawed Reasoning,3
186,Manipulative Language,3
186,Misrepresenting Authority,3
186,Misusing Evidence,3
187,Distorting the Argument,3
187,Exploiting Social Biases,3
187,Flawed Reasoning,3
187,Misrepresenting Authority,3
187,Misusing Evidence,3
188,Appealing to Emotion,3
188,Distorting the Argument,3
188,Exploiting Social Biases,3
188,Flawed Reasoning,3
188,Misrepresenting Authority,3
188,Misusing Evidence,3
189,Appealing to Emotion,3
189,Distorting the Argument,3
189,Exploiting Social Biases,3
189,Flawed Reasoning,3
189,Misrepresenting Authority,3
189,Misusing Evidence,3
189,No Deception,3
190,Appealing to Emotion,3
190,Distorting the Argument,3
190,Flawed Reasoning,3
190,Misusing Evidence,3
191,Appealing to Emotion,3
191,Distorting the Argument,3
191,Exploiting Social Biases,3
191,Flawed Reasoning,3
191,Misusing Evidence,3
192,Appealing to Emotion,3
192,Distorting the Argument,3
192,Exploiting Social Biases,3
192,Flawed Reasoning,3
192,Misrepresenting Authority,3
192,Misusing Evidence,3
193,Appealing to Emotion,3
193,Distorting the Argument,3
193,Exploiting Social Biases,3
193,Flawed Reasoning,3
193,Misusing Evidence,3
194,Appealing to Emotion,3
194,Distorting the Argument,3
194,Exploiting Social Biases,3
194,Flawed Reasoning,3
194,Manipulative Language,3
194,Misusing Evidence,3
195,Appealing to Emotion,3
195,Distorting the Argument,3
195,Exploiting Social Biases,3
195,Flawed Reasoning,3
195,Misusing Evidence,3
196,Appealing to Emotion,3
196,Distorting the Argument,3
196,Exploiting Social Biases,3
196,Flawed Reasoning,3
196,Misusing Evidence,3
197,Appealing to Emotion,3
197,Distorting the Argument,3
197,Flawed Reasoning,3
197,Manipulative Language,3
198,Appealing to Emotion,3
198,Distorting the Argument,3
198,Exploiting Social Biases,3
198,Flawed Reasoning,3
198,Misusing Evidence,3
199,Appealing to Emotion,3
199,Distorting the Argument,3
199,Flawed Reasoning,3
199,Misusing Evidence,3
200,Appealing to Emotion,3
200,Distorting the Argument,3
200,Exploiting Social Biases,3
200,Flawed Reasoning,3
200,Misusing Evidence,3
200,No Deception,3
201,Appealing to Emotion,3
201,Distorting the Argument,3
201,Exploiting Social Biases,3
201,Flawed Reasoning,3
201,Misusing Evidence,3
202,Appealing to Emotion,3
202,Distorting the Argument,3
202,Exploiting Social Biases,3
202,Flawed Reasoning,3
202,Misusing Evidence,3
203,Appealing to Emotion,3
203,Distorting the Argument,3
203,Exploiting Social Biases,3
203,Flawed Reasoning,3
203,Manipulative Language,3
203,Misrepresenting Authority,3
203,Misusing Evidence,3
203,No Deception,3
204,Appealing to Emotion,3
204,Distorting the Argument,3
204,Exploiting Social Biases,3
204,Flawed Reasoning,3
204,Manipulative Language,3
204,Misusing Evidence,3
205,Appealing to Emotion,3
205,Distorting the Argument,3
205,Exploiting Social Biases,3
205,Flawed Reasoning,3
205,Misrepresenting Authority,3
205,Misusing Evidence,3
206,Appealing to Emotion,3
206,Distorting the Argument,3
206,Flawed Reasoning,3
206,Misusing Evidence,3
207,Appealing to Emotion,3
207,Distorting the Argument,3
207,Exploiting Social Biases,3
207,Flawed Reasoning,3
207,Misusing Evidence,3
208,Appealing to Emotion,3
208,Distorting the Argument,3
208,Exploiting Social Biases,3
208,Flawed Reasoning,3
208,Misusing Evidence,3
209,Appealing to Emotion,3
209,Distorting the Argument,3
209,Exploiting Social Biases,3
209,Flawed Reasoning,3
209,Misrepresenting Authority,3
209,Misusing Evidence,3
210,Appealing to Emotion,3
210,Distorting the Argument,3
210,Exploiting Social Biases,3
210,Flawed Reasoning,3
210,Misrepresenting Authority,3
210,Misusing Evidence,3
210,No Deception,3
211,Appealing to Emotion,3
211,Distorting the Argument,3
211,Exploiting Social Biases,3
211,Flawed Reasoning,3
211,Misrepresenting Authority,3
211,Misusing Evidence,3
211,No Deception,3
212,Appealing to Emotion,3
212,Distorting the Argument,3
212,Exploiting Social Biases,3
212,Flawed Reasoning,3
212,Manipulative Language,3
212,Misrepresenting Authority,3
212,Misusing Evidence,3
213,Appealing to Emotion,3
213,Distorting the Argument,3
213,Exploiting Social Biases,3
213,Flawed Reasoning,3
213,Manipulative Language,3
213,Misrepresenting Authority,3
213,Misusing Evidence,3
214,Appealing to Emotion,3
214,Distorting the Argument,3
214,Flawed Reasoning,3
214,Misusing Evidence,3
215,Appealing to Emotion,3
215,Distorting the Argument,3
215,Exploiting Social Biases,3
215,Flawed Reasoning,3
215,Misusing Evidence,3
216,Appealing to Emotion,3
216,Distorting the Argument,3
216,Exploiting Social Biases,3
216,Flawed Reasoning,3
216,Misrepresenting Authority,3
216,Misusing Evidence,3
217,Appealing to Emotion,3
217,Distorting the Argument,3
217,Exploiting Social Biases,3
217,Flawed Reasoning,3
217,Misusing Evidence,3
218,Appealing to Emotion,3
218,Distorting the Argument,3
218,Exploiting Social Biases,3
218,Flawed Reasoning,3
218,Misusing Evidence,3
219,Appealing to Emotion,3
219,Distorting the Argument,3
219,Exploiting Social Biases,3
219,Flawed Reasoning,3
219,Misusing Evidence,3
220,Appealing to Emotion,3
220,Distorting the Argument,3
220,Exploiting Social Biases,3
220,Flawed Reasoning,3
220,Misusing Evidence,3
220,No Deception,3
221,Appealing to Emotion,3
221,Distorting the Argument,3
221,Exploiting Social Biases,3
221,Flawed Reasoning,3
221,Misrepresenting Authority,3
221,Misusing Evidence,3
222,Appealing to Emotion,3
222,Distorting the Argument,3
222,Exploiting Social Biases,3
222,Flawed Reasoning,3
222,Misusing Evidence,3
223,Appealing to Emotion,3
223,Distorting the Argument,3
223,Exploiting Social Biases,3
223,Flawed Reasoning,3
223,Misusing Evidence,3
224,Appealing to Emotion,3
224,Distorting the Argument,3
224,Flawed Reasoning,3
224,Manipulative Language,3
224,Misusing Evidence,3
225,Appealing to Emotion,3
225,Distorting the Argument,3
225,Exploiting Social Biases,3
225,Flawed Reasoning,3
225,Misusing Evidence,3
226,Appealing to Emotion,3
226,Distorting the Argument,3
226,Exploiting Social Biases,3
226,Flawed Reasoning,3
226,Manipulative Language,3
226,Misusing Evidence,3
227,Appealing to Emotion,3
227,Distorting the Argument,3
227,Exploiting Social Biases,3
227,Flawed Reasoning,3
227,Misrepresenting Authority,3
227,Misusing Evidence,3
228,Appealing to Emotion,3
228,Distorting the Argument,3
228,Exploiting Social Biases,3
228,Flawed Reasoning,3
228,Misrepresenting Authority,3
228,Misusing Evidence,3
229,Appealing to Emotion,3
229,Distorting the Argument,3
229,Flawed Reasoning,3
229,Manipulative Language,3
229,Misusing Evidence,3
230,Appealing to Emotion,3
230,Distorting the Argument,3
230,Exploiting Social Biases,3
230,Flawed Reasoning,3
230,Misrepresenting Authority,3
230,Misusing Evidence,3
231,Appealing to Emotion,3
231,Distorting the Argument,3
231,Exploiting Social Biases,3
231,Flawed Reasoning,3
231,Misrepresenting Authority,3
231,Misusing Evidence,3
232,Appealing to Emotion,3
232,Distorting the Argument,3
232,Flawed Reasoning,3
232,Manipulative Language,3
232,Misrepresenting Authority,3
232,Misusing Evidence,3
232,No Deception,3
233,Appealing to Emotion,3
233,Distorting the Argument,3
233,Exploiting Social Biases,3
233,Flawed Reasoning,3
233,Misusing Evidence,3
234,Appealing to Emotion,3
234,Distorting the Argument,3
234,Exploiting Social Biases,3
234,Flawed Reasoning,3
234,Misusing Evidence,3
235,Appealing to Emotion,3
235,Distorting the Argument,3
235,Exploiting Social Biases,3
235,Flawed Reasoning,3
235,Misrepresenting Authority,3
235,Misusing Evidence,3
236,Appealing to Emotion,3
236,Distorting the Argument,3
236,Flawed Reasoning,3
236,Manipulative Language,3
236,Misrepresenting Authority,3
236,Misusing Evidence,3
237,Appealing to Emotion,3
237,Distorting the Argument,3
237,Exploiting Social Biases,3
237,Flawed Reasoning,3
237,Misusing Evidence,3
237,No Deception,3
238,Appealing to Emotion,3
238,Distorting the Argument,3
238,Exploiting Social Biases,3
238,Flawed Reasoning,3
238,Misrepresenting Authority,3
238,Misusing Evidence,3
239,Appealing to Emotion,3
239,Distorting the Argument,3
239,Exploiting Social Biases,3
239,Flawed Reasoning,3
239,Manipulative Language,3
239,Misusing Evidence,3
240,Appealing to Emotion,3
240,Distorting the Argument,3
240,Exploiting Social Biases,3
240,Flawed Reasoning,3
240,Misrepresenting Authority,3
240,Misusing Evidence,3
241,Appealing to Emotion,3
241,Distorting the Argument,3
241,Exploiting Social Biases,3
241,Flawed Reasoning,3
241,Manipulative Language,3
241,Misrepresenting Authority,3
241,Misusing Evidence,3
242,Appealing to Emotion,3
242,Distorting the Argument,3
242,Exploiting Social Biases,3
242,Flawed Reasoning,3
242,Misrepresenting Authority,3
242,Misusing Evidence,3
243,Appealing to Emotion,3
243,Distorting the Argument,3
243,Flawed Reasoning,3
243,Misusing Evidence,3
244,Appealing to Emotion,3
244,Distorting the Argument,3
244,Exploiting Social Biases,3
244,Flawed Reasoning,3
244,Misrepresenting Authority,3
244,Misusing Evidence,3
245,Appealing to Emotion,3
245,Distorting the Argument,3
245,Flawed Reasoning,3
245,Misusing Evidence,3
246,Appealing to Emotion,3
246,Distorting the Argument,3
246,Exploiting Social Biases,3
246,Flawed Reasoning,3
246,Misrepresenting Authority,3
246,Misusing Evidence,3
247,Appealing to Emotion,3
247,Distorting the Argument,3
247,Exploiting Social Biases,3
247,Flawed Reasoning,3
247,Misrepresenting Authority,3
247,Misusing Evidence,3
248,Appealing to Emotion,3
248,Distorting the Argument,3
248,Flawed Reasoning,3
248,Manipulative Language,3
248,Misusing Evidence,3
248,No Deception,3
249,Appealing to Emotion,3
249,Distorting the Argument,3
249,Exploiting Social Biases,3
249,Flawed Reasoning,3
250,Appealing to Emotion,3
250,Distorting the Argument,3
250,Exploiting Social Biases,3
250,Flawed Reasoning,3
250,Misusing Evidence,3
251,Appealing to Emotion,3
251,Distorting the Argument,3
251,Exploiting Social Biases,3
251,Flawed Reasoning,3
251,Manipulative Language,3
251,Misusing Evidence,3
252,Appealing to Emotion,3
252,Distorting the Argument,3
252,Exploiting Social Biases,3
252,Flawed Reasoning,3
252,Misusing Evidence,3
253,Appealing to Emotion,3
253,Distorting the Argument,3
253,Exploiting Social Biases,3
253,Flawed Reasoning,3
253,Manipulative Language,3
253,Misrepresenting Authority,3
253,Misusing Evidence,3
254,Appealing to Emotion,3
254,Distorting the Argument,3
254,Flawed Reasoning,3
254,Misusing Evidence,3
255,Appealing to Emotion,3
255,Distorting the Argument,3
255,Exploiting Social Biases,3
255,Flawed Reasoning,3
256,Appealing to Emotion,3
256,Distorting the Argument,3
256,Exploiting Social Biases,3
256,Flawed Reasoning,3
256,Misusing Evidence,3
257,Appealing to Emotion,3
257,Distorting the Argument,3
257,Flawed Reasoning,3
257,Misusing Evidence,3
258,Appealing to Emotion,3
258,Distorting the Argument,3
258,Exploiting Social Biases,3
258,Flawed Reasoning,3
258,Misusing Evidence,3
258,No Deception,3
259,Appealing to Emotion,3
259,Distorting the Argument,3
259,Flawed Reasoning,3
259,Misrepresenting Authority,3
259,Misusing Evidence,3
260,Appealing to Emotion,3
260,Distorting the Argument,3
260,Exploiting Social Biases,3
260,Flawed Reasoning,3
260,Misusing Evidence,3
260,No Deception,3
261,Distorting the Argument,3
261,Exploiting Social Biases,3
261,Flawed Reasoning,3
261,Misrepresenting Authority,3
261,Misusing Evidence,3
262,Appealing to Emotion,3
262,Distorting the Argument,3
262,Exploiting Social Biases,3
262,Flawed Reasoning,3
262,Misusing Evidence,3
263,Appealing to Emotion,3
263,Distorting the Argument,3
263,Flawed Reasoning,3
263,Misusing Evidence,3
264,Appealing to Emotion,3
264,Distorting the Argument,3
264,Exploiting Social Biases,3
264,Flawed Reasoning,3
264,Misusing Evidence,3
265,Appealing to Emotion,3
265,Distorting the Argument,3
265,Exploiting Social Biases,3
265,Flawed Reasoning,3
265,Misusing Evidence,3
266,Appealing to Emotion,3
266,Distorting the Argument,3
266,Exploiting Social Biases,3
266,Flawed Reasoning,3
266,Misrepresenting Authority,3
266,Misusing Evidence,3
266,No Deception,3
267,Appealing to Emotion,3
267,Distorting the Argument,3
267,Flawed Reasoning,3
267,Misusing Evidence,3
268,Appealing to Emotion,3
268,Distorting the Argument,3
268,Exploiting Social Biases,3
268,Flawed Reasoning,3
268,Misrepresenting Authority,3
268,Misusing Evidence,3
268,No Deception,3
269,Appealing to Emotion,3
269,Distorting the Argument,3
269,Exploiting Social Biases,3
269,Flawed Reasoning,3
269,Manipulative Language,3
269,Misrepresenting Authority,3
269,Misusing Evidence,3
270,Appealing to Emotion,3
270,Distorting the Argument,3
270,Exploiting Social Biases,3
270,Flawed Reasoning,3
270,Misrepresenting Authority,3
270,Misusing Evidence,3
271,Appealing to Emotion,3
271,Distorting the Argument,3
271,Exploiting Social Biases,3
271,Flawed Reasoning,3
271,Misrepresenting Authority,3
271,Misusing Evidence,3
271,No Deception,3
272,Appealing to Emotion,3
272,Distorting the Argument,3
272,Exploiting Social Biases,3
272,Flawed Reasoning,3
272,Misrepresenting Authority,3
272,Misusing Evidence,3
272,No Deception,3
273,Appealing to Emotion,3
273,Distorting the Argument,3
273,Flawed Reasoning,3
274,Appealing to Emotion,3
274,Distorting the Argument,3
274,Exploiting Social Biases,3
274,Flawed Reasoning,3
274,Misusing Evidence,3
275,Appealing to Emotion,3
275,Distorting the Argument,3
275,Flawed Reasoning,3
275,Misrepresenting Authority,3
275,Misusing Evidence,3
276,Appealing to Emotion,3
276,Distorting the Argument,3
276,Exploiting Social Biases,3
276,Flawed Reasoning,3
276,Misusing Evidence,3
277,Appealing to Emotion,3
277,Distorting the Argument,3
277,Exploiting Social Biases,3
277,Flawed Reasoning,3
277,Misrepresenting Authority,3
277,Misusing Evidence,3
278,Appealing to Emotion,3
278,Distorting the Argument,3
278,Flawed Reasoning,3
278,Misusing Evidence,3
279,Appealing to Emotion,3
279,Distorting the Argument,3
279,Exploiting Social Biases,3
279,Flawed Reasoning,3
279,Misrepresenting Authority,3
279,Misusing Evidence,3
279,No Deception,3
