argument_id,final_strategy,strategy_count
138,"['Distorting the Argument' 'Flawed Reasoning' 'Misrepresenting Authority'
 'Misusing Evidence' 'Exploiting Social Biases' 'Appealing to Emotion'
 'Manipulative Language']",7
139,"['Flawed Reasoning' 'Distorting the Argument' 'Misusing Evidence'
 'Appealing to Emotion' 'Exploiting Social Biases' 'Manipulative Language'
 'Misrepresenting Authority']",7
140,"['Misrepresenting Authority' 'Flawed Reasoning' 'Appealing to Emotion'
 'Distorting the Argument' 'Misusing Evidence' 'Exploiting Social Biases'
 'Manipulative Language']",7
141,"['Distorting the Argument' 'Flawed Reasoning' 'Appealing to Emotion'
 'Exploiting Social Biases' 'Misusing Evidence' 'Manipulative Language'
 'Misrepresenting Authority']",7
142,"['Misusing Evidence' 'Appealing to Emotion' 'Misrepresenting Authority'
 'Flawed Reasoning' 'Distorting the Argument' 'Exploiting Social Biases']",6
143,"['Distorting the Argument' 'Appealing to Emotion' 'Flawed Reasoning'
 'Misusing Evidence' 'Manipulative Language' 'Exploiting Social Biases']",6
144,"['Misusing Evidence' 'Flawed Reasoning' 'Appealing to Emotion'
 'Distorting the Argument' 'Misrepresenting Authority'
 'Exploiting Social Biases' 'Manipulative Language']",7
145,"['Appealing to Emotion' 'Misrepresenting Authority' 'Flawed Reasoning'
 'Distorting the Argument' 'Misusing Evidence' 'Exploiting Social Biases'
 'Manipulative Language']",7
146,"['Flawed Reasoning' 'Misusing Evidence' 'Distorting the Argument'
 'Appealing to Emotion' 'Exploiting Social Biases' 'Manipulative Language'
 'Misrepresenting Authority']",7
147,"['Appealing to Emotion' 'Flawed Reasoning' 'Distorting the Argument'
 'Misusing Evidence' 'Exploiting Social Biases' 'Manipulative Language'
 'Misrepresenting Authority']",7
148,"['Misusing Evidence' 'Misrepresenting Authority' 'Flawed Reasoning'
 'Appealing to Emotion' 'Exploiting Social Biases'
 'Distorting the Argument' 'Manipulative Language']",7
149,"['Appealing to Emotion' 'Distorting the Argument' 'Misusing Evidence'
 'Misrepresenting Authority' 'Flawed Reasoning' 'Exploiting Social Biases'
 'Manipulative Language']",7
150,"['Flawed Reasoning' 'Appealing to Emotion' 'Misusing Evidence'
 'Distorting the Argument' 'Misrepresenting Authority'
 'Manipulative Language' 'Exploiting Social Biases']",7
151,"['Misusing Evidence' 'Appealing to Emotion' 'Misrepresenting Authority'
 'Flawed Reasoning' 'Distorting the Argument' 'Exploiting Social Biases'
 'Manipulative Language']",7
152,"['Appealing to Emotion' 'Misusing Evidence' 'Flawed Reasoning'
 'Distorting the Argument' 'Misrepresenting Authority'
 'Exploiting Social Biases' 'Manipulative Language']",7
153,"['Misusing Evidence' 'Appealing to Emotion' 'Misrepresenting Authority'
 'Distorting the Argument' 'Flawed Reasoning' 'Exploiting Social Biases'
 'Manipulative Language']",7
154,"['Distorting the Argument' 'Appealing to Emotion' 'Flawed Reasoning'
 'Misusing Evidence' 'Exploiting Social Biases']",5
155,"['Flawed Reasoning' 'Distorting the Argument' 'Misrepresenting Authority'
 'Misusing Evidence' 'Appealing to Emotion' 'Exploiting Social Biases'
 'Manipulative Language']",7
156,"['Appealing to Emotion' 'Misusing Evidence' 'Flawed Reasoning'
 'Distorting the Argument' 'Manipulative Language']",5
157,"['Distorting the Argument' 'Flawed Reasoning' 'Misusing Evidence'
 'Appealing to Emotion' 'Exploiting Social Biases' 'Manipulative Language']",6
158,"['Appealing to Emotion' 'Misusing Evidence' 'Misrepresenting Authority'
 'Flawed Reasoning' 'Distorting the Argument' 'Exploiting Social Biases'
 'Manipulative Language']",7
159,"['Flawed Reasoning' 'Distorting the Argument' 'Exploiting Social Biases'
 'Misusing Evidence' 'Appealing to Emotion' 'Misrepresenting Authority']",6
160,"['Misusing Evidence' 'Flawed Reasoning' 'Distorting the Argument'
 'Misrepresenting Authority' 'Appealing to Emotion'
 'Exploiting Social Biases']",6
161,"['Appealing to Emotion' 'Flawed Reasoning' 'Misrepresenting Authority'
 'Distorting the Argument' 'Exploiting Social Biases' 'Misusing Evidence']",6
162,"['Flawed Reasoning' 'Distorting the Argument' 'Appealing to Emotion'
 'Misusing Evidence' 'Exploiting Social Biases' 'Manipulative Language']",6
163,"['Appealing to Emotion' 'Flawed Reasoning' 'Misusing Evidence'
 'Distorting the Argument' 'Manipulative Language'
 'Misrepresenting Authority']",6
164,"['Distorting the Argument' 'Appealing to Emotion' 'Misusing Evidence'
 'Exploiting Social Biases' 'Flawed Reasoning' 'Manipulative Language']",6
165,"['Flawed Reasoning' 'Distorting the Argument' 'Appealing to Emotion'
 'Exploiting Social Biases' 'Misusing Evidence' 'Manipulative Language'
 'Misrepresenting Authority']",7
166,"['Appealing to Emotion' 'Flawed Reasoning' 'Distorting the Argument'
 'Misusing Evidence' 'Misrepresenting Authority'
 'Exploiting Social Biases' 'Manipulative Language']",7
167,"['Flawed Reasoning' 'Appealing to Emotion' 'Distorting the Argument'
 'Misusing Evidence' 'Exploiting Social Biases' 'Manipulative Language']",6
168,"['Flawed Reasoning' 'Distorting the Argument' 'Appealing to Emotion'
 'Misusing Evidence' 'Exploiting Social Biases'
 'Misrepresenting Authority']",6
169,"['Appealing to Emotion' 'Misusing Evidence' 'Distorting the Argument'
 'Flawed Reasoning' 'Misrepresenting Authority' 'Exploiting Social Biases']",6
170,"['Misusing Evidence' 'Appealing to Emotion' 'Distorting the Argument'
 'Misrepresenting Authority' 'Flawed Reasoning' 'Exploiting Social Biases'
 'Manipulative Language']",7
171,"['Appealing to Emotion' 'Distorting the Argument' 'Flawed Reasoning'
 'Misusing Evidence' 'Exploiting Social Biases']",5
172,"['Appealing to Emotion' 'Distorting the Argument' 'Flawed Reasoning'
 'Exploiting Social Biases' 'Misusing Evidence' 'Manipulative Language'
 'Misrepresenting Authority']",7
173,"['Misusing Evidence' 'Distorting the Argument' 'Appealing to Emotion'
 'Misrepresenting Authority' 'Flawed Reasoning' 'Exploiting Social Biases'
 'Manipulative Language']",7
174,"['Appealing to Emotion' 'Flawed Reasoning' 'Misrepresenting Authority'
 'Distorting the Argument' 'Misusing Evidence' 'Exploiting Social Biases'
 'Manipulative Language']",7
175,"['Flawed Reasoning' 'Distorting the Argument' 'Misrepresenting Authority'
 'Misusing Evidence' 'Exploiting Social Biases' 'Appealing to Emotion']",6
176,"['Misusing Evidence' 'Appealing to Emotion' 'Flawed Reasoning'
 'Misrepresenting Authority' 'Distorting the Argument'
 'Exploiting Social Biases' 'Manipulative Language']",7
177,"['Distorting the Argument' 'Flawed Reasoning' 'Appealing to Emotion'
 'Misusing Evidence' 'Exploiting Social Biases']",5
178,"['Misrepresenting Authority' 'Distorting the Argument' 'Flawed Reasoning'
 'Misusing Evidence' 'Exploiting Social Biases' 'Appealing to Emotion'
 'Manipulative Language']",7
179,"['Misusing Evidence' 'Misrepresenting Authority' 'Distorting the Argument'
 'Appealing to Emotion' 'Flawed Reasoning' 'Exploiting Social Biases'
 'Manipulative Language']",7
180,"['Appealing to Emotion' 'Distorting the Argument' 'Flawed Reasoning'
 'Misusing Evidence' 'Exploiting Social Biases' 'Manipulative Language']",6
181,"['Flawed Reasoning' 'Appealing to Emotion' 'Distorting the Argument'
 'Exploiting Social Biases' 'Misusing Evidence' 'Manipulative Language'
 'Misrepresenting Authority']",7
182,"['Misusing Evidence' 'Misrepresenting Authority' 'Distorting the Argument'
 'Appealing to Emotion' 'Exploiting Social Biases' 'Flawed Reasoning'
 'Manipulative Language']",7
183,"['Appealing to Emotion' 'Flawed Reasoning' 'Misusing Evidence'
 'Distorting the Argument' 'Exploiting Social Biases'
 'Manipulative Language']",6
184,"['Flawed Reasoning' 'Distorting the Argument' 'Appealing to Emotion'
 'Misusing Evidence' 'Exploiting Social Biases' 'Manipulative Language'
 'Misrepresenting Authority']",7
185,"['Appealing to Emotion' 'Flawed Reasoning' 'Misusing Evidence'
 'Distorting the Argument' 'Misrepresenting Authority'
 'Exploiting Social Biases']",6
186,"['Appealing to Emotion' 'Misrepresenting Authority' 'Flawed Reasoning'
 'Distorting the Argument' 'Exploiting Social Biases' 'Misusing Evidence'
 'Manipulative Language']",7
187,"['Distorting the Argument' 'Flawed Reasoning' 'Misusing Evidence'
 'Exploiting Social Biases' 'Appealing to Emotion'
 'Misrepresenting Authority']",6
188,"['Misrepresenting Authority' 'Flawed Reasoning' 'Misusing Evidence'
 'Appealing to Emotion' 'Distorting the Argument'
 'Exploiting Social Biases' 'Manipulative Language']",7
189,"['Distorting the Argument' 'Flawed Reasoning' 'Misusing Evidence'
 'Exploiting Social Biases' 'Misrepresenting Authority'
 'Appealing to Emotion']",6
190,"['Misusing Evidence' 'Flawed Reasoning' 'Distorting the Argument'
 'Appealing to Emotion' 'Exploiting Social Biases' 'Manipulative Language']",6
191,"['Misusing Evidence' 'Appealing to Emotion' 'Distorting the Argument'
 'Misrepresenting Authority' 'Flawed Reasoning' 'Exploiting Social Biases'
 'Manipulative Language']",7
192,"['Distorting the Argument' 'Flawed Reasoning' 'Appealing to Emotion'
 'Misusing Evidence' 'Misrepresenting Authority'
 'Exploiting Social Biases']",6
193,"['Misusing Evidence' 'Appealing to Emotion' 'Distorting the Argument'
 'Misrepresenting Authority' 'Flawed Reasoning' 'Exploiting Social Biases'
 'Manipulative Language']",7
194,"['Distorting the Argument' 'Appealing to Emotion' 'Flawed Reasoning'
 'Misusing Evidence' 'Exploiting Social Biases' 'Manipulative Language']",6
195,"['Appealing to Emotion' 'Misusing Evidence' 'Flawed Reasoning'
 'Distorting the Argument' 'Exploiting Social Biases'
 'Manipulative Language']",6
196,"['Distorting the Argument' 'Misusing Evidence' 'Flawed Reasoning'
 'Appealing to Emotion' 'Exploiting Social Biases' 'Manipulative Language']",6
197,"['Distorting the Argument' 'Misusing Evidence' 'Flawed Reasoning'
 'Appealing to Emotion' 'Manipulative Language' 'Exploiting Social Biases']",6
198,"['Appealing to Emotion' 'Flawed Reasoning' 'Distorting the Argument'
 'Misusing Evidence' 'Exploiting Social Biases'
 'Misrepresenting Authority']",6
199,"['Appealing to Emotion' 'Distorting the Argument' 'Misusing Evidence'
 'Exploiting Social Biases' 'Flawed Reasoning' 'Manipulative Language']",6
200,"['Appealing to Emotion' 'Misusing Evidence' 'Misrepresenting Authority'
 'Flawed Reasoning' 'Distorting the Argument' 'Exploiting Social Biases'
 'Manipulative Language']",7
201,"['Misusing Evidence' 'Appealing to Emotion' 'Flawed Reasoning'
 'Distorting the Argument' 'Exploiting Social Biases'
 'Misrepresenting Authority']",6
202,"['Misusing Evidence' 'Flawed Reasoning' 'Distorting the Argument'
 'Exploiting Social Biases' 'Appealing to Emotion'
 'Misrepresenting Authority']",6
203,"['Appealing to Emotion' 'Misusing Evidence' 'Distorting the Argument'
 'Flawed Reasoning' 'Misrepresenting Authority' 'Exploiting Social Biases'
 'Manipulative Language']",7
204,"['Distorting the Argument' 'Misusing Evidence' 'Flawed Reasoning'
 'Misrepresenting Authority' 'Appealing to Emotion'
 'Exploiting Social Biases' 'Manipulative Language']",7
205,"['Appealing to Emotion' 'Misrepresenting Authority' 'Flawed Reasoning'
 'Distorting the Argument' 'Misusing Evidence' 'Exploiting Social Biases']",6
206,"['Flawed Reasoning' 'Distorting the Argument' 'Appealing to Emotion'
 'Misusing Evidence' 'Exploiting Social Biases']",5
207,"['Flawed Reasoning' 'Distorting the Argument' 'Misusing Evidence'
 'Appealing to Emotion' 'Exploiting Social Biases' 'Manipulative Language']",6
208,"['Misusing Evidence' 'Appealing to Emotion' 'Misrepresenting Authority'
 'Distorting the Argument' 'Exploiting Social Biases' 'Flawed Reasoning'
 'Manipulative Language']",7
209,"['Misusing Evidence' 'Appealing to Emotion' 'Misrepresenting Authority'
 'Flawed Reasoning' 'Distorting the Argument' 'Exploiting Social Biases'
 'Manipulative Language']",7
210,"['Distorting the Argument' 'Misusing Evidence' 'Flawed Reasoning'
 'Misrepresenting Authority' 'Appealing to Emotion'
 'Exploiting Social Biases' 'Manipulative Language']",7
211,"['Misusing Evidence' 'Distorting the Argument' 'Misrepresenting Authority'
 'Flawed Reasoning' 'Appealing to Emotion' 'Exploiting Social Biases'
 'Manipulative Language']",7
212,"['Flawed Reasoning' 'Distorting the Argument' 'Appealing to Emotion'
 'Misrepresenting Authority' 'Exploiting Social Biases'
 'Misusing Evidence' 'Manipulative Language']",7
213,"['Distorting the Argument' 'Misusing Evidence' 'Appealing to Emotion'
 'Flawed Reasoning' 'Misrepresenting Authority' 'Exploiting Social Biases'
 'Manipulative Language']",7
214,"['Distorting the Argument' 'Misusing Evidence' 'Appealing to Emotion'
 'Flawed Reasoning' 'Misrepresenting Authority' 'Manipulative Language'
 'Exploiting Social Biases']",7
215,"['Misusing Evidence' 'Appealing to Emotion' 'Distorting the Argument'
 'Flawed Reasoning' 'Exploiting Social Biases' 'Manipulative Language'
 'Misrepresenting Authority']",7
216,"['Distorting the Argument' 'Misrepresenting Authority' 'Misusing Evidence'
 'Flawed Reasoning' 'Appealing to Emotion' 'Exploiting Social Biases'
 'Manipulative Language']",7
217,"['Misusing Evidence' 'Misrepresenting Authority' 'Distorting the Argument'
 'Flawed Reasoning' 'Exploiting Social Biases' 'Appealing to Emotion'
 'Manipulative Language']",7
218,"['Appealing to Emotion' 'Misusing Evidence' 'Flawed Reasoning'
 'Distorting the Argument' 'Misrepresenting Authority'
 'Exploiting Social Biases' 'Manipulative Language']",7
219,"['Flawed Reasoning' 'Distorting the Argument' 'Misusing Evidence'
 'Appealing to Emotion' 'Exploiting Social Biases' 'Manipulative Language']",6
220,"['Appealing to Emotion' 'Misusing Evidence' 'Distorting the Argument'
 'Flawed Reasoning' 'Exploiting Social Biases' 'Manipulative Language']",6
221,"['Misrepresenting Authority' 'Appealing to Emotion' 'Flawed Reasoning'
 'Misusing Evidence' 'Exploiting Social Biases' 'Distorting the Argument'
 'Manipulative Language']",7
222,"['Flawed Reasoning' 'Appealing to Emotion' 'Distorting the Argument'
 'Misrepresenting Authority' 'Exploiting Social Biases'
 'Misusing Evidence']",6
223,"['Flawed Reasoning' 'Misusing Evidence' 'Appealing to Emotion'
 'Distorting the Argument' 'Misrepresenting Authority'
 'Exploiting Social Biases' 'Manipulative Language']",7
224,"['Distorting the Argument' 'Misusing Evidence' 'Misrepresenting Authority'
 'Appealing to Emotion' 'Flawed Reasoning' 'Manipulative Language'
 'Exploiting Social Biases']",7
225,"['Appealing to Emotion' 'Flawed Reasoning' 'Distorting the Argument'
 'Misusing Evidence' 'Exploiting Social Biases' 'Manipulative Language']",6
226,"['Appealing to Emotion' 'Flawed Reasoning' 'Misusing Evidence'
 'Distorting the Argument' 'Misrepresenting Authority'
 'Exploiting Social Biases' 'Manipulative Language']",7
227,"['Misusing Evidence' 'Misrepresenting Authority' 'Distorting the Argument'
 'Flawed Reasoning' 'Appealing to Emotion' 'Exploiting Social Biases'
 'Manipulative Language']",7
228,"['Appealing to Emotion' 'Flawed Reasoning' 'Misrepresenting Authority'
 'Misusing Evidence' 'Distorting the Argument' 'Exploiting Social Biases']",6
229,"['Distorting the Argument' 'Flawed Reasoning' 'Appealing to Emotion'
 'Misusing Evidence' 'Manipulative Language' 'Exploiting Social Biases']",6
230,"['Misusing Evidence' 'Flawed Reasoning' 'Distorting the Argument'
 'Misrepresenting Authority' 'Appealing to Emotion'
 'Exploiting Social Biases' 'Manipulative Language']",7
231,"['Misusing Evidence' 'Distorting the Argument' 'Appealing to Emotion'
 'Misrepresenting Authority' 'Flawed Reasoning' 'Exploiting Social Biases'
 'Manipulative Language']",7
232,"['Appealing to Emotion' 'Misrepresenting Authority'
 'Distorting the Argument' 'Flawed Reasoning' 'Misusing Evidence'
 'Manipulative Language']",6
233,"['Appealing to Emotion' 'Distorting the Argument' 'Flawed Reasoning'
 'Exploiting Social Biases' 'Misusing Evidence' 'Manipulative Language'
 'Misrepresenting Authority']",7
234,"['Misusing Evidence' 'Flawed Reasoning' 'Distorting the Argument'
 'Appealing to Emotion' 'Exploiting Social Biases' 'Manipulative Language']",6
235,"['Misrepresenting Authority' 'Distorting the Argument'
 'Appealing to Emotion' 'Flawed Reasoning' 'Misusing Evidence'
 'Exploiting Social Biases']",6
236,"['Appealing to Emotion' 'Misrepresenting Authority'
 'Distorting the Argument' 'Flawed Reasoning' 'Misusing Evidence'
 'Manipulative Language' 'Exploiting Social Biases']",7
237,"['Misusing Evidence' 'Appealing to Emotion' 'Misrepresenting Authority'
 'Flawed Reasoning' 'Exploiting Social Biases' 'Distorting the Argument'
 'Manipulative Language']",7
238,"['Distorting the Argument' 'Appealing to Emotion'
 'Misrepresenting Authority' 'Flawed Reasoning' 'Misusing Evidence'
 'Exploiting Social Biases']",6
239,"['Misusing Evidence' 'Distorting the Argument' 'Flawed Reasoning'
 'Appealing to Emotion' 'Exploiting Social Biases' 'Manipulative Language'
 'Misrepresenting Authority']",7
240,"['Flawed Reasoning' 'Distorting the Argument' 'Exploiting Social Biases'
 'Misusing Evidence' 'Appealing to Emotion' 'Manipulative Language'
 'Misrepresenting Authority']",7
241,"['Misusing Evidence' 'Distorting the Argument' 'Misrepresenting Authority'
 'Flawed Reasoning' 'Appealing to Emotion' 'Exploiting Social Biases'
 'Manipulative Language']",7
242,"['Appealing to Emotion' 'Misrepresenting Authority' 'Flawed Reasoning'
 'Misusing Evidence' 'Distorting the Argument' 'Exploiting Social Biases'
 'Manipulative Language']",7
243,"['Appealing to Emotion' 'Flawed Reasoning' 'Distorting the Argument'
 'Misusing Evidence' 'Exploiting Social Biases']",5
244,"['Distorting the Argument' 'Flawed Reasoning' 'Misusing Evidence'
 'Exploiting Social Biases' 'Appealing to Emotion' 'Manipulative Language'
 'Misrepresenting Authority']",7
245,"['Misusing Evidence' 'Distorting the Argument' 'Flawed Reasoning'
 'Appealing to Emotion' 'Exploiting Social Biases' 'Manipulative Language']",6
246,"['Appealing to Emotion' 'Distorting the Argument'
 'Misrepresenting Authority' 'Flawed Reasoning' 'Misusing Evidence'
 'Exploiting Social Biases']",6
247,"['Appealing to Emotion' 'Misrepresenting Authority' 'Flawed Reasoning'
 'Misusing Evidence' 'Distorting the Argument' 'Exploiting Social Biases'
 'Manipulative Language']",7
248,"['Appealing to Emotion' 'Misusing Evidence' 'Distorting the Argument'
 'Exploiting Social Biases' 'Flawed Reasoning' 'Manipulative Language']",6
249,"['Appealing to Emotion' 'Distorting the Argument' 'Flawed Reasoning'
 'Misrepresenting Authority' 'Misusing Evidence'
 'Exploiting Social Biases' 'Manipulative Language']",7
250,"['Flawed Reasoning' 'Appealing to Emotion' 'Distorting the Argument'
 'Misusing Evidence' 'Exploiting Social Biases' 'Manipulative Language']",6
251,"['Flawed Reasoning' 'Appealing to Emotion' 'Distorting the Argument'
 'Exploiting Social Biases' 'Misusing Evidence' 'Manipulative Language']",6
252,"['Distorting the Argument' 'Flawed Reasoning' 'Appealing to Emotion'
 'Exploiting Social Biases' 'Misusing Evidence']",5
253,"['Misrepresenting Authority' 'Misusing Evidence' 'Appealing to Emotion'
 'Distorting the Argument' 'Flawed Reasoning' 'Exploiting Social Biases'
 'Manipulative Language']",7
254,"['Misusing Evidence' 'Appealing to Emotion' 'Distorting the Argument'
 'Flawed Reasoning' 'Misrepresenting Authority' 'Exploiting Social Biases'
 'Manipulative Language']",7
255,"['Distorting the Argument' 'Flawed Reasoning' 'Appealing to Emotion'
 'Misusing Evidence' 'Exploiting Social Biases' 'Manipulative Language'
 'Misrepresenting Authority']",7
256,"['Distorting the Argument' 'Appealing to Emotion'
 'Exploiting Social Biases' 'Misusing Evidence' 'Flawed Reasoning'
 'Misrepresenting Authority']",6
257,"['Distorting the Argument' 'Flawed Reasoning' 'Misusing Evidence'
 'Appealing to Emotion' 'Exploiting Social Biases' 'Manipulative Language'
 'Misrepresenting Authority']",7
258,"['Misusing Evidence' 'Distorting the Argument' 'Appealing to Emotion'
 'Flawed Reasoning' 'Exploiting Social Biases']",5
259,"['Distorting the Argument' 'Flawed Reasoning' 'Appealing to Emotion'
 'Misrepresenting Authority' 'Exploiting Social Biases'
 'Misusing Evidence']",6
260,"['Misusing Evidence' 'Distorting the Argument' 'Appealing to Emotion'
 'Flawed Reasoning' 'Exploiting Social Biases' 'Manipulative Language'
 'Misrepresenting Authority']",7
261,"['Misusing Evidence' 'Distorting the Argument' 'Misrepresenting Authority'
 'Appealing to Emotion' 'Flawed Reasoning' 'Exploiting Social Biases'
 'Manipulative Language']",7
262,"['Flawed Reasoning' 'Distorting the Argument' 'Appealing to Emotion'
 'Misusing Evidence' 'Exploiting Social Biases']",5
263,"['Flawed Reasoning' 'Distorting the Argument' 'Appealing to Emotion'
 'Misusing Evidence' 'Exploiting Social Biases']",5
264,"['Flawed Reasoning' 'Appealing to Emotion' 'Distorting the Argument'
 'Misusing Evidence' 'Misrepresenting Authority'
 'Exploiting Social Biases' 'Manipulative Language']",7
265,"['Flawed Reasoning' 'Appealing to Emotion' 'Distorting the Argument'
 'Misusing Evidence' 'Exploiting Social Biases'
 'Misrepresenting Authority']",6
266,"['Flawed Reasoning' 'Appealing to Emotion' 'Misrepresenting Authority'
 'Distorting the Argument' 'Misusing Evidence' 'Exploiting Social Biases']",6
267,"['Appealing to Emotion' 'Flawed Reasoning' 'Misusing Evidence'
 'Distorting the Argument' 'Exploiting Social Biases'
 'Manipulative Language']",6
268,"['Appealing to Emotion' 'Distorting the Argument'
 'Misrepresenting Authority' 'Misusing Evidence' 'Flawed Reasoning'
 'Exploiting Social Biases' 'Manipulative Language']",7
269,"['Misrepresenting Authority' 'Distorting the Argument'
 'Appealing to Emotion' 'Flawed Reasoning' 'Misusing Evidence'
 'Exploiting Social Biases' 'Manipulative Language']",7
270,"['Appealing to Emotion' 'Distorting the Argument' 'Misusing Evidence'
 'Flawed Reasoning' 'Misrepresenting Authority' 'Exploiting Social Biases'
 'Manipulative Language']",7
271,"['Appealing to Emotion' 'Misrepresenting Authority' 'Flawed Reasoning'
 'Distorting the Argument' 'Misusing Evidence' 'Exploiting Social Biases']",6
272,"['Flawed Reasoning' 'Appealing to Emotion' 'Exploiting Social Biases'
 'Distorting the Argument' 'Misusing Evidence' 'Manipulative Language'
 'Misrepresenting Authority']",7
273,"['Flawed Reasoning' 'Distorting the Argument' 'Appealing to Emotion'
 'Manipulative Language' 'Exploiting Social Biases' 'Misusing Evidence']",6
274,"['Flawed Reasoning' 'Misrepresenting Authority' 'Appealing to Emotion'
 'Distorting the Argument' 'Misusing Evidence' 'Exploiting Social Biases'
 'Manipulative Language']",7
275,"['Appealing to Emotion' 'Misrepresenting Authority'
 'Distorting the Argument' 'Flawed Reasoning' 'Misusing Evidence'
 'Exploiting Social Biases' 'Manipulative Language']",7
276,"['Appealing to Emotion' 'Misrepresenting Authority' 'Flawed Reasoning'
 'Distorting the Argument' 'Misusing Evidence' 'Exploiting Social Biases'
 'Manipulative Language']",7
277,"['Distorting the Argument' 'Appealing to Emotion'
 'Misrepresenting Authority' 'Misusing Evidence' 'Flawed Reasoning'
 'Exploiting Social Biases' 'Manipulative Language']",7
278,"['Flawed Reasoning' 'Distorting the Argument' 'Misusing Evidence'
 'Exploiting Social Biases' 'Appealing to Emotion' 'Manipulative Language']",6
279,"['Appealing to Emotion' 'Misrepresenting Authority' 'Misusing Evidence'
 'Distorting the Argument' 'Flawed Reasoning' 'Exploiting Social Biases']",6
